waterbody_name,fish_species_present_at_waterbody,comments,special_regulations_on_waterbody,county,types_of_public_access,public_fishing_access_owner,waterbody_information,longitude,latitude,location,location_2
Beaver Kill,Brown Trout* - Rainbow Trout,None,,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-74.90753608,41.96465088,POINT(-74.907536082 41.964650883),POINT(-74.907536082 41.964650883)
Beaver Kill,Brown Trout* - Rainbow Trout,Camping available onsite.,,Sullivan,Shore Fishing - Public Fishing Rights,Public Easement - Beaverkill Campground (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbeaverkill.pdf,-74.83559897,41.98131463,POINT(-74.83559897 41.981314631),POINT(-74.83559897 41.981314631)
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.80371162,42.32848302,POINT(-74.803711617 42.328483023),POINT(-74.803711617 42.328483023)
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.89860496,42.30117207,POINT(-74.898604961 42.301172072),POINT(-74.898604961 42.301172072)
West Branch Delaware River (Upper),Brook Trout - Brown Trout*,NYCDEP permit required (1-800-574-LAND).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-74.92933106,42.26044153,POINT(-74.929331058 42.260441526),POINT(-74.929331058 42.260441526)
West Branch Delaware River (Lower),Brown Trout* - Rainbow Trout - Smallmouth Bass - Walleye,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31440.html,Delaware,Shore Fishing - Public Fishing Rights,Public Easement - DEC Boat Launch,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrwestbranch.pdf,-75.38387102,42.00317332,POINT(-75.383871024 42.003173315),POINT(-75.383871024 42.003173315)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31479.html,Albany,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23912.html,-73.78956993,42.47318154,POINT(-73.789569928 42.47318154),POINT(-73.789569928 42.47318154)
Hudson River (Upper Hudson),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Northern Pike - Chain Pickerel - Walleye - Carp - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31479.html,Rensselear,Shore Fishing - Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23874.html,-73.67422813,42.78458531,POINT(-73.674228129 42.784585314),POINT(-73.674228129 42.784585314)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31479.html,Rensselear,Shore Fishing - Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23874.html,-73.73470358,42.65869099,POINT(-73.734703578 42.65869099),POINT(-73.734703578 42.65869099)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31479.html,Rensselear,Shore Fishing - Boat Launch (Trailer Improved),Schodack Island State Park,http://www.dec.ny.gov/outdoor/23874.html,-73.77642607,42.49995675,POINT(-73.776426071 42.499956752),POINT(-73.776426071 42.499956752)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31479.html,Albany,Shore Fishing - Boat Launch (Trailer Improved),Henry Hudson Town Park (Municipal),http://www.dec.ny.gov/outdoor/23912.html,-73.75899975,42.54775956,POINT(-73.758999748 42.547759562),POINT(-73.758999748 42.547759562)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31438.html,Columbia,Boat Launch (Trailer Improved),Hudson State Boat Launch (New York State Parks),http://www.dec.ny.gov/outdoor/23902.html,-73.79760444,42.25639975,POINT(-73.797604436 42.25639975),POINT(-73.797604436 42.25639975)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31438.html,Columbia,Shore Fishing - Boat Launch (Trailer Improved),Ernest R. Lasher Memorial Park (Municipal),http://www.dec.ny.gov/outdoor/23902.html,-73.88642011,42.15865028,POINT(-73.886420105 42.158650282),POINT(-73.886420105 42.158650282)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31450.html,Greene,Boat Launch (Trailer Improved),Coxsackie Boat Launch (New York State Park),http://www.dec.ny.gov/outdoor/23902.html,-73.79566516,42.35315263,POINT(-73.795665163 42.353152633),POINT(-73.795665163 42.353152633)
Schenevus Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschenevus.pdf,-74.68381723,42.60989513,POINT(-74.683817233 42.609895131),POINT(-74.683817233 42.609895131)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31450.html,Greene,Boat Launch (Trailer Improved),Athens State Boat launch,http://www.dec.ny.gov/outdoor/23902.html,-73.80181332,42.2726584,POINT(-73.801813315 42.272658397),POINT(-73.801813315 42.272658397)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31450.html,Greene,Shore Fishing - Boat Launch (Trailer Improved),Dutchman's Landing Park (Municipal),http://www.dec.ny.gov/outdoor/23902.html,-73.85635912,42.21324016,POINT(-73.856359119 42.213240158),POINT(-73.856359119 42.213240158)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Trailer Improved),DEC,http://www.dec.ny.gov/outdoor/23861.html,-73.95493106,41.97286582,POINT(-73.95493106 41.972865815),POINT(-73.95493106 41.972865815)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23861.html,-73.93093436,42.0986043,POINT(-73.930934355 42.098604297),POINT(-73.930934355 42.098604297)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23861.html,-73.94011231,42.04490048,POINT(-73.94011231 42.044900483),POINT(-73.94011231 42.044900483)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23861.html,-73.97471108,41.92010631,POINT(-73.974711081 41.920106306),POINT(-73.974711081 41.920106306)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Campground and marina available. Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31500.html,Dutchess,Shore Fishing - Boat Launch (Trailer Improved),Margaret Lewis Norrie State Park,http://www.dec.ny.gov/outdoor/23899.html,-73.94181033,41.83400968,POINT(-73.941810327 41.834009683),POINT(-73.941810327 41.834009683)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31474.html,Orange,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23879.html,-74.00536846,41.49827094,POINT(-74.005368463 41.498270942),POINT(-74.005368463 41.498270942)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31474.html,Orange,Shore Fishing - Boat Launch (Hand Launch),Sloop Hill State Unique Area (DEC),http://www.dec.ny.gov/outdoor/23879.html,-74.01237028,41.46220104,POINT(-74.012370281 41.46220104),POINT(-74.012370281 41.46220104)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Fishing pier available. Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31480.html,Rockland,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23873.html,-73.96474774,41.2123191,POINT(-73.964747741 41.212319102),POINT(-73.964747741 41.212319102)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,OPRHP permit required (845-358-1316) Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry.,http://www.dec.ny.gov/outdoor/31480.html,Rockland,Shore Fishing - Boat Launch (Trailer Improved),Nyack Beach State Park,http://www.dec.ny.gov/outdoor/23873.html,-73.91166012,41.12046335,POINT(-73.911660123 41.120463353),POINT(-73.911660123 41.120463353)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31504.html,Westchester,Shore Fishing - Boat Launch (Hand Launch),JFK Marina and Park (Municipal),http://www.dec.ny.gov/outdoor/23856.html,-73.89744294,40.95640397,POINT(-73.897442938 40.956403965),POINT(-73.897442938 40.956403965)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31504.html,Westchester,Shore Fishing - Boat Launch (Hand Launch),Municipal,http://www.dec.ny.gov/outdoor/23856.html,-73.8732293,41.04257044,POINT(-73.873229297 41.042570436),POINT(-73.873229297 41.042570436)
Hudson River (Lower),Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Crappie - Tiger Musky - Northern Pike - Walleye - Carp - Channel Catfish - Striped bass,Anglers fishing for migratory marine species must enroll in the recreational marine fishing registry (518-402-8843).,http://www.dec.ny.gov/outdoor/31504.html,Westchester,Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/23856.html,-73.9324525,41.28534185,POINT(-73.932452499 41.285341851),POINT(-73.932452499 41.285341851)
Rondout Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrrondoutck.pdf,-74.29623795,41.77437696,POINT(-74.296237949 41.77437696),POINT(-74.296237949 41.77437696)
Wallkill River,Smallmouth Bass - Walleye - Carp,Electric Motors Only.,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Boat Launch (Hand Launch),Municipal,http://www.dec.ny.gov/outdoor/58866.html,-74.09338214,41.74372088,POINT(-74.093382138 41.743720878),POINT(-74.093382138 41.743720878)
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.30346125,42.06736913,POINT(-74.303461251 42.067369131),POINT(-74.303461251 42.067369131)
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.35199072,42.10652994,POINT(-74.351990724 42.106529941),POINT(-74.351990724 42.106529941)
Esopus Creek,Brook Trout - Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31500.html,Ulster,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfresopusck.pdf,-74.42403632,42.11756613,POINT(-74.424036324 42.117566126),POINT(-74.424036324 42.117566126)
Schoharie Creek (Lower),Smallmouth Bass - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31490.html,Schoharie,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23870.html,-74.33322767,42.73979526,POINT(-74.333227674 42.73979526),POINT(-74.333227674 42.73979526)
Schoharie Creek (Lower),Smallmouth Bass - Walleye - Carp,None,http://www.dec.ny.gov/outdoor/31490.html,Schoharie,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23870.html,-74.32451638,42.70814303,POINT(-74.324516379 42.708143031),POINT(-74.324516379 42.708143031)
Hoosic River,Brown Trout - Rainbow Trout - Smallmouth Bass - Carp,None,http://www.dec.ny.gov/outdoor/31502.html,Rensselear,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/23874.html,-73.43339511,42.95776592,POINT(-73.433395106 42.957765917),POINT(-73.433395106 42.957765917)
Catskill Creek,Brown Trout*,None,,Albany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.201479,42.41444746,POINT(-74.201479004 42.414447458),POINT(-74.201479004 42.414447458)
Catskill Creek,Brown Trout*,None,,Albany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.21222735,42.44768339,POINT(-74.212227354 42.447683387),POINT(-74.212227354 42.447683387)
Catskill Creek,Brown Trout*,None,,Schoharie,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcatskillc.pdf,-74.24740907,42.47237439,POINT(-74.247409065 42.472374393),POINT(-74.247409065 42.472374393)
Kinderhook Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31479.html,Rensselear,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkinderhook.pdf,-73.50590017,42.50571861,POINT(-73.505900174 42.505718611),POINT(-73.505900174 42.505718611)
Kinderhook Creek,Brook Trout - Brown Trout*,None,http://www.dec.ny.gov/outdoor/31479.html,Rensselear,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrkinderhook.pdf,-73.40731384,42.53598754,POINT(-73.407313844 42.535987538),POINT(-73.407313844 42.535987538)
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.37113147,42.24362514,POINT(-74.371131466 42.243625144),POINT(-74.371131466 42.243625144)
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.28445513,42.22795714,POINT(-74.284455128 42.227957137),POINT(-74.284455128 42.227957137)
Schoharie Creek (Upper),Brook Trout - Brown Trout*,None,,Greene,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschoharie.pdf,-74.20770248,42.20707037,POINT(-74.207702481 42.20707037),POINT(-74.207702481 42.20707037)
Unadilla River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Chain Pickerel - Walleye - Carp,None,,Chenango,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/63437.html,-75.36644314,42.55324711,POINT(-75.366443143 42.553247105),POINT(-75.366443143 42.553247105)
Unadilla River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Chain Pickerel - Walleye - Carp,None,,Chenango,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/63437.html,-75.38277692,42.52847212,POINT(-75.382776917 42.528472122),POINT(-75.382776917 42.528472122)
Unadilla River,Smallmouth Bass - Largemouth Bass - Sunfish - Yellow Perch - Chain Pickerel - Walleye - Carp,None,,Chenango,Boat Launch (Hand Launch),DEC,http://www.dec.ny.gov/outdoor/63437.html,-75.39794466,42.3937117,POINT(-75.397944664 42.393711696),POINT(-75.397944664 42.393711696)
Schenevus Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschenevus.pdf,-74.85263911,42.54075856,POINT(-74.852639108 42.540758558),POINT(-74.852639108 42.540758558)
Schenevus Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrschenevus.pdf,-74.74993907,42.58885706,POINT(-74.749939073 42.588857057),POINT(-74.749939073 42.588857057)
Charlotte Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrcharlotte.pdf,-74.99784743,42.4437082,POINT(-74.997847427 42.443708197),POINT(-74.997847427 42.443708197)
Butternut Creek,Brook Trout - Brown Trout*,None,,Otsego,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/pfrbuternut.pdf,-75.14479128,42.67057048,POINT(-75.144791275 42.670570475),POINT(-75.144791275 42.670570475)
Chautauqua Creek,Brown Trout,None,http://www.dec.ny.gov/outdoor/31420.html,Chautauqua,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/chautauquacreek.pdf,-79.58991965,42.20363342,POINT(-79.589919649 42.203633417),POINT(-79.589919649 42.203633417)
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,None,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing - Boat Launch (Trailer Improved),Municipal,http://www.dec.ny.gov/outdoor/67913.html,-79.0496625,43.17402956,POINT(-79.049662499 43.174029561),POINT(-79.049662499 43.174029561)
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,None,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing,Joseph Davis State Park,http://www.dec.ny.gov/outdoor/67913.html,-79.05130954,43.21490624,POINT(-79.051309539 43.214906243),POINT(-79.051309539 43.214906243)
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,None,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing,Artpark State Park,http://www.dec.ny.gov/outdoor/67913.html,-79.04646433,43.16676389,POINT(-79.046464334 43.166763893),POINT(-79.046464334 43.166763893)
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,Steep hike in.,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing,Devils Hole State Park,http://www.dec.ny.gov/outdoor/67913.html,-79.04761611,43.13302607,POINT(-79.047616105 43.133026069),POINT(-79.047616105 43.133026069)
Niagara River (Lower),Brown Trout* - Steelhead* - Chinook Salmon* - Coho Salmon* - Lake Trout - Smallmouth Bass - Yellow Perch - Muskellunge - Walleye* - Carp,Steep hike in.,http://www.dec.ny.gov/outdoor/31425.html,Niagara,Shore Fishing,Whirlpool State Park,http://www.dec.ny.gov/outdoor/67913.html,-79.0639875,43.12037132,POINT(-79.063987499 43.120371315),POINT(-79.063987499 43.120371315)
Eighteen Mile Creek,Brown Trout* - Steelhead* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31420.html,Erie,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/eighteenmilesouth.pdf,-78.96649744,42.71145572,POINT(-78.966497439 42.711455717),POINT(-78.966497439 42.711455717)
Eighteen Mile Creek,Brown Trout* - Steelhead* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31420.html,Erie,Shore Fishing,Eighteenmile Creek County Park (Undeveloped),http://www.dec.ny.gov/docs/fish_marine_pdf/eighteenmilesouth.pdf,-78.89299115,42.70664963,POINT(-78.892991148 42.706649627),POINT(-78.892991148 42.706649627)
Cattaraugus Creek (Upper),Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreekhosmer.pdf,-78.45781014,42.53628241,POINT(-78.457810136 42.536282407),POINT(-78.457810136 42.536282407)
Cattaraugus Creek (Upper),Brown Trout* - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreekhosmer.pdf,-78.33513571,42.58609231,POINT(-78.335135708 42.586092314),POINT(-78.335135708 42.586092314)
Cattaraugus Creek (Lower),Brown Trout* - Steelhead* - Smallmouth Bass - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Erie,Shore Fishing,County Park,http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreeksteelhead.pdf,-78.70013164,42.48341532,POINT(-78.700131638 42.483415317),POINT(-78.700131638 42.483415317)
Cattaraugus Creek (Lower),Brown Trout* - Steelhead* - Smallmouth Bass - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreeksteelhead.pdf,-78.7447426,42.47384602,POINT(-78.7447426 42.473846016),POINT(-78.7447426 42.473846016)
Cattaraugus Creek (Lower),Brown Trout* - Steelhead* - Smallmouth Bass - Channel Catfish,None,http://www.dec.ny.gov/outdoor/31420.html,Cattaraugus,Shore Fishing,Zoar Valley Multiple Use Area (DEC),http://www.dec.ny.gov/docs/fish_marine_pdf/cattcreeksteelhead.pdf,-78.90390454,42.44369168,POINT(-78.903904539 42.443691682),POINT(-78.903904539 42.443691682)
Lime Lake Outlet,Brown Trout - Rainbow Trout,None,http://www.dec.ny.gov/outdoor/31432.html,Cattaraugus,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/limelakemckin.pdf,-78.48621725,42.48867392,POINT(-78.486217246 42.488673921),POINT(-78.486217246 42.488673921)
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.94607424,42.11613808,POINT(-77.946074243 42.116138081),POINT(-77.946074243 42.116138081)
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.92483747,42.07549611,POINT(-77.924837466 42.075496111),POINT(-77.924837466 42.075496111)
Genesee River (Upper),Brown Trout* - Rainbow Trout* - Smallmouth Bass,None,http://www.dec.ny.gov/outdoor/31494.html,Allegany,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/geneseeriver.pdf,-77.89506532,42.01560885,POINT(-77.895065324 42.015608849),POINT(-77.895065324 42.015608849)
Wiscoy Creek,Brook Trout - Brown Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.21178322,42.57760741,POINT(-78.211783219 42.577607411),POINT(-78.211783219 42.577607411)
Wiscoy Creek,Brook Trout - Brown Trout,None,http://www.dec.ny.gov/outdoor/31505.html,Wyoming,Shore Fishing - Public Fishing Rights,Public Easement,http://www.dec.ny.gov/docs/fish_marine_pdf/wiscoy.pdf,-78.17286482,42.57220331,POINT(-78.17286482 42.572203313),POINT(-78.17286482 42.572203313)
